Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
1376,Customer#000001376,Details for Customer 1376,19,26-982-631-8146,1453.52,FURNITURE,Excellent customer service experience 1376
1377,Customer#000001377,Details for Customer 1377,13,64-284-990-3928,1036.76,BUILDING,Excellent customer service experience 1377
1378,Customer#000001378,Details for Customer 1378,11,72-237-240-6045,1620.46,ELECTRONICS,Excellent customer service experience 1378
1379,Customer#000001379,Details for Customer 1379,16,88-949-340-8940,1859.49,FURNITURE,Excellent customer service experience 1379
1380,Customer#000001380,Details for Customer 1380,14,33-459-158-4489,1343.01,FURNITURE,Excellent customer service experience 1380
1381,Customer#000001381,Details for Customer 1381,19,15-191-625-8484,1965.1,BUILDING,Excellent customer service experience 1381
1382,Customer#000001382,Details for Customer 1382,19,95-784-647-9270,789.48,ELECTRONICS,Excellent customer service experience 1382
1383,Customer#000001383,Details for Customer 1383,15,28-156-987-2718,1547.72,ELECTRONICS,Excellent customer service experience 1383
1384,Customer#000001384,Details for Customer 1384,10,74-974-706-8208,637.52,FURNITURE,Excellent customer service experience 1384
1385,Customer#000001385,Details for Customer 1385,17,55-860-764-6266,577.22,AUTOMOBILE,Excellent customer service experience 1385
1386,Customer#000001386,Details for Customer 1386,16,43-397-874-1749,812.56,BUILDING,Excellent customer service experience 1386
1387,Customer#000001387,Details for Customer 1387,16,76-474-723-3301,733.88,AUTOMOBILE,Excellent customer service experience 1387
1388,Customer#000001388,Details for Customer 1388,17,70-210-854-3747,915.87,AUTOMOBILE,Excellent customer service experience 1388
1389,Customer#000001389,Details for Customer 1389,12,31-836-545-6207,1256.99,ELECTRONICS,Excellent customer service experience 1389
1390,Customer#000001390,Details for Customer 1390,11,71-735-831-9971,1672.32,ELECTRONICS,Excellent customer service experience 1390
1391,Customer#000001391,Details for Customer 1391,11,83-999-820-4987,1628.03,FURNITURE,Excellent customer service experience 1391
1392,Customer#000001392,Details for Customer 1392,15,77-900-468-6193,1108.67,BUILDING,Excellent customer service experience 1392
1393,Customer#000001393,Details for Customer 1393,19,24-157-329-9495,1043.12,FURNITURE,Excellent customer service experience 1393
1394,Customer#000001394,Details for Customer 1394,12,69-316-760-1728,1563.23,FURNITURE,Excellent customer service experience 1394
1395,Customer#000001395,Details for Customer 1395,11,17-560-610-4210,1438.47,ELECTRONICS,Excellent customer service experience 1395
1396,Customer#000001396,Details for Customer 1396,19,82-599-613-4826,1032.56,FURNITURE,Excellent customer service experience 1396
1397,Customer#000001397,Details for Customer 1397,11,48-564-256-3926,1999.96,ELECTRONICS,Excellent customer service experience 1397
1398,Customer#000001398,Details for Customer 1398,14,79-901-424-1255,1398.75,ELECTRONICS,Excellent customer service experience 1398
1399,Customer#000001399,Details for Customer 1399,10,41-760-847-1796,587.92,ELECTRONICS,Excellent customer service experience 1399
1400,Customer#000001400,Details for Customer 1400,13,32-233-856-1446,905.21,BUILDING,Excellent customer service experience 1400
1401,Customer#000001401,Details for Customer 1401,19,88-422-835-2030,1748.91,ELECTRONICS,Excellent customer service experience 1401
1402,Customer#000001402,Details for Customer 1402,16,84-400-214-4820,579.03,FURNITURE,Excellent customer service experience 1402
1403,Customer#000001403,Details for Customer 1403,15,77-192-436-6755,1417.31,BUILDING,Excellent customer service experience 1403
1404,Customer#000001404,Details for Customer 1404,15,29-683-686-2850,880.36,FURNITURE,Excellent customer service experience 1404
1405,Customer#000001405,Details for Customer 1405,14,77-223-136-7897,1347.94,FURNITURE,Excellent customer service experience 1405
1406,Customer#000001406,Details for Customer 1406,17,86-641-464-7320,1915.64,ELECTRONICS,Excellent customer service experience 1406
1407,Customer#000001407,Details for Customer 1407,15,83-562-883-1870,545.69,AUTOMOBILE,Excellent customer service experience 1407
1408,Customer#000001408,Details for Customer 1408,11,96-526-886-5119,1057.27,BUILDING,Excellent customer service experience 1408
1409,Customer#000001409,Details for Customer 1409,12,90-802-924-4334,1069.48,AUTOMOBILE,Excellent customer service experience 1409
1410,Customer#000001410,Details for Customer 1410,12,52-789-208-4773,1579.39,BUILDING,Excellent customer service experience 1410
1411,Customer#000001411,Details for Customer 1411,11,69-733-698-6534,1027.71,BUILDING,Excellent customer service experience 1411
1412,Customer#000001412,Details for Customer 1412,11,40-271-842-4697,556.13,ELECTRONICS,Excellent customer service experience 1412
1413,Customer#000001413,Details for Customer 1413,11,63-459-185-7829,1841.21,ELECTRONICS,Excellent customer service experience 1413
1414,Customer#000001414,Details for Customer 1414,19,81-334-953-2056,1593.91,AUTOMOBILE,Excellent customer service experience 1414
1415,Customer#000001415,Details for Customer 1415,14,88-845-828-7322,1280.34,BUILDING,Excellent customer service experience 1415
1416,Customer#000001416,Details for Customer 1416,18,20-527-108-1140,926.71,BUILDING,Excellent customer service experience 1416
1417,Customer#000001417,Details for Customer 1417,19,68-638-105-4891,1349.86,BUILDING,Excellent customer service experience 1417
1418,Customer#000001418,Details for Customer 1418,12,76-765-191-5644,1297.86,AUTOMOBILE,Excellent customer service experience 1418
1419,Customer#000001419,Details for Customer 1419,15,65-216-285-7306,1753.68,FURNITURE,Excellent customer service experience 1419
1420,Customer#000001420,Details for Customer 1420,17,40-733-611-6196,1746.4,ELECTRONICS,Excellent customer service experience 1420
1421,Customer#000001421,Details for Customer 1421,11,74-678-944-9734,1172.89,BUILDING,Excellent customer service experience 1421
1422,Customer#000001422,Details for Customer 1422,11,33-805-938-1408,1441.05,FURNITURE,Excellent customer service experience 1422
1423,Customer#000001423,Details for Customer 1423,17,27-409-149-4879,1196.38,ELECTRONICS,Excellent customer service experience 1423
1424,Customer#000001424,Details for Customer 1424,10,61-726-640-6197,796.39,FURNITURE,Excellent customer service experience 1424
1425,Customer#000001425,Details for Customer 1425,11,54-878-455-4391,1225.4,BUILDING,Excellent customer service experience 1425
1426,Customer#000001426,Details for Customer 1426,16,85-828-396-6362,1716.09,BUILDING,Excellent customer service experience 1426
1427,Customer#000001427,Details for Customer 1427,18,29-475-248-8264,1116.7,FURNITURE,Excellent customer service experience 1427
1428,Customer#000001428,Details for Customer 1428,16,57-224-323-9138,1722.03,FURNITURE,Excellent customer service experience 1428
1429,Customer#000001429,Details for Customer 1429,17,22-307-931-6614,1373.04,AUTOMOBILE,Excellent customer service experience 1429
1430,Customer#000001430,Details for Customer 1430,17,88-554-375-2134,1369.14,AUTOMOBILE,Excellent customer service experience 1430
1431,Customer#000001431,Details for Customer 1431,12,74-687-125-9975,1931.36,BUILDING,Excellent customer service experience 1431
1432,Customer#000001432,Details for Customer 1432,15,46-820-721-1363,1816.22,BUILDING,Excellent customer service experience 1432
1433,Customer#000001433,Details for Customer 1433,14,51-994-133-8430,1323.73,ELECTRONICS,Excellent customer service experience 1433
1434,Customer#000001434,Details for Customer 1434,12,46-826-766-7171,1685.29,AUTOMOBILE,Excellent customer service experience 1434
1435,Customer#000001435,Details for Customer 1435,11,69-943-515-1259,827.4,AUTOMOBILE,Excellent customer service experience 1435
1436,Customer#000001436,Details for Customer 1436,19,23-579-626-5927,1695.41,BUILDING,Excellent customer service experience 1436
1437,Customer#000001437,Details for Customer 1437,16,53-758-494-7970,1964.27,FURNITURE,Excellent customer service experience 1437
1438,Customer#000001438,Details for Customer 1438,13,48-547-420-1993,831.1,AUTOMOBILE,Excellent customer service experience 1438
1439,Customer#000001439,Details for Customer 1439,14,63-805-851-4039,1705.97,FURNITURE,Excellent customer service experience 1439
1440,Customer#000001440,Details for Customer 1440,15,77-249-231-3318,874.26,AUTOMOBILE,Excellent customer service experience 1440
1441,Customer#000001441,Details for Customer 1441,16,69-719-171-4304,792.53,ELECTRONICS,Excellent customer service experience 1441
1442,Customer#000001442,Details for Customer 1442,13,29-366-573-5803,678.51,AUTOMOBILE,Excellent customer service experience 1442
1443,Customer#000001443,Details for Customer 1443,17,33-949-450-3326,1154.41,AUTOMOBILE,Excellent customer service experience 1443
1444,Customer#000001444,Details for Customer 1444,18,13-992-908-9341,1323.91,FURNITURE,Excellent customer service experience 1444
1445,Customer#000001445,Details for Customer 1445,14,70-786-682-6396,937.26,FURNITURE,Excellent customer service experience 1445
1446,Customer#000001446,Details for Customer 1446,11,58-853-310-1445,982.0,AUTOMOBILE,Excellent customer service experience 1446
1447,Customer#000001447,Details for Customer 1447,19,29-326-955-9632,693.16,FURNITURE,Excellent customer service experience 1447
1448,Customer#000001448,Details for Customer 1448,14,21-150-726-5329,1959.53,FURNITURE,Excellent customer service experience 1448
1449,Customer#000001449,Details for Customer 1449,17,57-111-841-7448,1536.45,ELECTRONICS,Excellent customer service experience 1449
1450,Customer#000001450,Details for Customer 1450,13,60-949-271-3328,621.77,ELECTRONICS,Excellent customer service experience 1450
1451,Customer#000001451,Details for Customer 1451,12,23-215-924-1655,1524.21,FURNITURE,Excellent customer service experience 1451
1452,Customer#000001452,Details for Customer 1452,17,57-247-982-7523,1468.8,BUILDING,Excellent customer service experience 1452
1453,Customer#000001453,Details for Customer 1453,14,73-148-440-8461,1794.84,FURNITURE,Excellent customer service experience 1453
1454,Customer#000001454,Details for Customer 1454,14,50-820-784-5278,1559.74,BUILDING,Excellent customer service experience 1454
1455,Customer#000001455,Details for Customer 1455,18,18-475-546-5304,535.86,BUILDING,Excellent customer service experience 1455
1456,Customer#000001456,Details for Customer 1456,10,56-897-941-6764,1396.02,ELECTRONICS,Excellent customer service experience 1456
1457,Customer#000001457,Details for Customer 1457,17,42-363-240-8069,505.12,ELECTRONICS,Excellent customer service experience 1457
1458,Customer#000001458,Details for Customer 1458,17,91-424-465-9579,979.37,BUILDING,Excellent customer service experience 1458
1459,Customer#000001459,Details for Customer 1459,18,72-944-579-5398,939.55,BUILDING,Excellent customer service experience 1459
1460,Customer#000001460,Details for Customer 1460,15,38-720-113-5596,635.28,BUILDING,Excellent customer service experience 1460
1461,Customer#000001461,Details for Customer 1461,10,35-959-129-5103,567.84,FURNITURE,Excellent customer service experience 1461
1462,Customer#000001462,Details for Customer 1462,10,12-558-488-1377,769.7,FURNITURE,Excellent customer service experience 1462
1463,Customer#000001463,Details for Customer 1463,19,61-806-640-2738,1743.38,AUTOMOBILE,Excellent customer service experience 1463
1464,Customer#000001464,Details for Customer 1464,18,94-808-284-7650,872.75,AUTOMOBILE,Excellent customer service experience 1464
1465,Customer#000001465,Details for Customer 1465,17,24-449-187-7210,799.56,ELECTRONICS,Excellent customer service experience 1465
1466,Customer#000001466,Details for Customer 1466,18,64-898-423-5278,1939.74,ELECTRONICS,Excellent customer service experience 1466
1467,Customer#000001467,Details for Customer 1467,12,89-546-157-6368,672.75,AUTOMOBILE,Excellent customer service experience 1467
1468,Customer#000001468,Details for Customer 1468,14,98-809-753-9385,944.91,ELECTRONICS,Excellent customer service experience 1468
1469,Customer#000001469,Details for Customer 1469,16,23-158-780-5580,1720.59,ELECTRONICS,Excellent customer service experience 1469
1470,Customer#000001470,Details for Customer 1470,10,17-251-431-1580,1449.91,FURNITURE,Excellent customer service experience 1470
1471,Customer#000001471,Details for Customer 1471,17,59-678-828-9637,604.45,ELECTRONICS,Excellent customer service experience 1471
1472,Customer#000001472,Details for Customer 1472,18,58-914-732-9809,1896.51,FURNITURE,Excellent customer service experience 1472
1473,Customer#000001473,Details for Customer 1473,15,85-125-819-5567,917.19,FURNITURE,Excellent customer service experience 1473
1474,Customer#000001474,Details for Customer 1474,14,19-295-527-4399,1084.88,FURNITURE,Excellent customer service experience 1474
1475,Customer#000001475,Details for Customer 1475,13,20-756-294-9410,1363.75,ELECTRONICS,Excellent customer service experience 1475
1476,Customer#000001476,Details for Customer 1476,19,44-407-152-8133,1370.01,BUILDING,Excellent customer service experience 1476
1477,Customer#000001477,Details for Customer 1477,15,71-909-367-1180,896.2,AUTOMOBILE,Excellent customer service experience 1477
1478,Customer#000001478,Details for Customer 1478,18,62-168-899-4071,1657.3,AUTOMOBILE,Excellent customer service experience 1478
1479,Customer#000001479,Details for Customer 1479,13,46-506-970-7837,1006.42,BUILDING,Excellent customer service experience 1479
